Sector,Ad parking,Adult content,Affiliate abuse,Authoritative,Coinciding,Crawl error,For sale,Hit stealing,No content,Other,Protected,Scam,Server error
Unknown,1580,172,18,9068,223,8854,261,139,7053,2590,22,48,88
